query,region_res5,region_res4,label,total_orders,source,share_near,share_far,dist_segment
laser hair removal,852aac87fffffff,842aac9ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
atana head spa,8548eba7fffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
daxxify,852a101bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
urban ajr,8544a133fffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
relax house,852681a7fffffff,842681bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
carpet cleaning,8529a40bfffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
indoor trampoline,8544a133fffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
ny historical society,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
fairmont,855d16a3fffffff,845d16bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
lip filler,8548e853fffffff,8448e85ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
rock climbing,85262cd7fffffff,84262cdffffffff,0,50,REAL,1,0,LOCAL
massage,85446c2bfffffff,84446c3ffffffff,0,50,REAL,1,0,LOCAL
begin anew,8544aeabfffffff,8444aebffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
botox,852a142bfffffff,842a143ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
couple massage,8529a403fffffff,8429a41ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
dexa,8527592ffffffff,8427593ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
oil change,8526ea4ffffffff,8426ea5ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
iv therapy,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
dexafit,8528342bfffffff,8428343ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
dental cleaning,8544a18ffffffff,8444a19ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
tennis,852664c3fffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
escapology,85265663fffffff,8426567ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
teeth whitening,8544d84bfffffff,8444d85ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
alignment,8544f00bfffffff,8444f01ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
hot springs,8529a62ffffffff,8429a63ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
emissions inspection,85446caffffffff,84446cbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
carpet cleaning,85489c0bfffffff,84489c1ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
food,85283207fffffff,8428321ffffffff,0,50,REAL,1,0,LOCAL
wheel alignment,852ab253fffffff,842ab25ffffffff,0,50,REAL,1,0,LOCAL
lashes,852aa843fffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
trampoline park,85446ca7fffffff,84446cbffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
hair,852a1057fffffff,842a105ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
kids activities,85441a97fffffff,84441a9ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
dog grooming,8529b6c3fffffff,8429b6dffffffff,0,50,REAL,1,0,LOCAL
window tint,8548eba3fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
chemical peel,8529a57bfffffff,8429a57ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
oil change,8548eba3fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
sky zone alhambra,8529a1dbfffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
eyelash,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
wheel alignment,8544a903fffffff,8444a91ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
tree top quest,8544c133fffffff,8444c13ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
memor museum,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
car inspection,852a1343fffffff,842a135ffffffff,0,50,REAL,1,0,LOCAL
amazing escape,8544c13bfffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
haircut,852aaab3fffffff,842aaabffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
paint,852986bbfffffff,842986bffffffff,0,50,REAL,1,0,LOCAL
massage,8526aa4ffffffff,8426aa5ffffffff,0,50,REAL,1,0,LOCAL
head spa,852a13c3fffffff,842a13dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
brazilian wax,852aa843fffffff,842aa85ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
haircut,8544c133fffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
botox,8544a977fffffff,8444a97ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
quinz pinz,852a1633fffffff,842a163ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
brazilian wax,85265673fffffff,8426567ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
sky zone trampoline park,852a8d8bfffffff,842a8d9ffffffff,0,50,REAL,1,0,LOCAL
haircut,8526c863fffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
john amico,85266457fffffff,8426645ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
massage,8528d427fffffff,8428d43ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
state inspection,8526cbdbfffffff,8426cbdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
gurl mobb,8544c133fffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
brakes,8526cbd7fffffff,8426cbdffffffff,0,50,REAL,1,0,LOCAL
laser md,852a306bfffffff,842a307ffffffff,0,50,REAL,1,0,LOCAL
gambhir,852aac87fffffff,842aac9ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
massage,852ab25bfffffff,842ab25ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
teeth whitening,8544a13bfffffff,8444a13ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
smash room,8548eba7fffffff,8448ebbffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
cara mia,852a107bfffffff,842a107ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
coolsculpting,8526cbd3fffffff,8426cbdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
morpheus,852aa84ffffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8526cb8bfffffff,8426cb9ffffffff,0,50,REAL,1,0,LOCAL
highlights,8544d84bfffffff,8444d85ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
ridgewood,852a1057fffffff,842a105ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
laser hair removal,852a9313fffffff,842a931ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,8526c863fffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
wax,8544c1bbfffffff,8444c1bffffffff,0,50,REAL,1,0,LOCAL
car wash,8544ccdbfffffff,8444ccdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
alignment,85269627fffffff,8426963ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
spray tan,85266443fffffff,8426645ffffffff,0,50,REAL,1,0,LOCAL
trampoline park,8544a133fffffff,8444a13ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
american dream ski,852a100bfffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
sky zone,852a8d8bfffffff,842a8d9ffffffff,0,50,REAL,1,0,LOCAL
car detail,85283217fffffff,8428321ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
hyperbaric oxygen therapy,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
nails,8544a13bfffffff,8444a13ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
juvederm,8529a19bfffffff,8429a19ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
escape room,85266447fffffff,8426645ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
carpet cleaning,85268c63fffffff,84268c7ffffffff,0,50,REAL,1,0,LOCAL
fly over chicago,85275927fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
trans siberian orchestra,8526560bfffffff,8426561ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
highlights,852a1013fffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
laser hair removal,852661b3fffffff,842661bffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
tattoo removal,8529a567fffffff,8429a57ffffffff,0,50,REAL,1,0,LOCAL
hair color,8529a41bfffffff,8429a41ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
kansas city renaissance festival,85265647fffffff,8426565ffffffff,0,50,REAL,1,0,LOCAL
scalp massage,852a134ffffffff,842a135ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
lip flip,852aa84ffffffff,842aa85ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
massage,85264a6bfffffff,84264a7ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
lucky therapeutic massage,852aaab7fffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
5c blink,852a10abfffffff,842a10bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
studio chique,852aa847fffffff,842aa85ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
saddleback beauty,8529a54bfffffff,8429a55ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
petting zoo,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
car tint,85446ddbfffffff,84446ddffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
eyelash extensions,852af627fffffff,842af63ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
facial,852ab2cbfffffff,842ab2dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
pumpkin fest parking,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
urban pirates,852aa8c7fffffff,842aa8dffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
deep tissue massage,852830d7fffffff,842830dffffffff,0,50,REAL,1,0,LOCAL
bbl,85262cd3fffffff,84262cdffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
ipl,8528d5cbfffffff,8428d5dffffffff,0,50,REAL,1,0,LOCAL
la vita,852a106ffffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
full body massage,852986a3fffffff,842986bffffffff,0,50,REAL,1,0,LOCAL
window tint,852a100bfffffff,842a101ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
womens haircut,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
full body massage,8544c123fffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
mini golf,85262cd3fffffff,84262cdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
microdermabrasion facial,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
jiffy lube oil change,8529a0a7fffffff,8429a0bffffffff,0,50,REAL,1,0,LOCAL
simplicity laser,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
secret chambers,8526cbd3fffffff,8426cbdffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
carpet cleaning,8529b6d3fffffff,8429b6dffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
chiropractor,8529a0bbfffffff,8429a0bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
hotpot,852aaab7fffffff,842aaabffffffff,0,50,REAL,1,0,LOCAL
me time atl,8544c10ffffffff,8444c11ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
laser hair removal,8544c13bfffffff,8444c13ffffffff,0,50,REAL,1,0,LOCAL
lash lift,85269607fffffff,8426961ffffffff,0,50,REAL,1,0,LOCAL
botox,852a1467fffffff,842a147ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
gymnastics,85446dcbfffffff,84446ddffffffff,0,50,REAL,1,0,LOCAL
foot massage,8526c867fffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
dental cleaning,8544a107fffffff,8444a11ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
botox,8544d86bfffffff,8444d87ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
foot massage,852a106bfffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
sky zone,8548c613fffffff,8448c61ffffffff,0,50,REAL,1,0,LOCAL
scalp massage,85266453fffffff,8426645ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
haircut,852a10b7fffffff,842a10bffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
salsa,8544a1bbfffffff,8444a1bffffffff,0,50,REAL,1,0,LOCAL
karma oasis,852ab027fffffff,842ab03ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
hair,8529868ffffffff,8429869ffffffff,0,50,REAL,1,0,LOCAL
facial,85275d77fffffff,84275d7ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
air duct cleaning,852a8463fffffff,842a847ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
miami roller rink,8544a187fffffff,8444a19ffffffff,0,50,REAL,1,0,LOCAL
haircut,85283037fffffff,8428303ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
pedicure,8526c863fffffff,8426c87ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
full synthetic oil change,852ab253fffffff,842ab25ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,852a957bfffffff,842a957ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
ipl,852aa84ffffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
scalp therapy,85268ccffffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
botox,85266443fffffff,8426645ffffffff,0,50,REAL,0.83333333333333337,0.16666666666666666,LOCAL
laser hait remover,85298687fffffff,8429869ffffffff,0,50,REAL,1,0,LOCAL
slow burn glass,8528308ffffffff,8428309ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
eyelash lift,85268ccbfffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
jennifer,852a106bfffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
window tint,852a1487fffffff,842a149ffffffff,0,50,REAL,0.83333333333333337,0,LOCAL
laser,8544a12bfffffff,8444a13ffffffff,1,50,REAL,0.5,0,MIXED
chimi,85264637fffffff,8426463ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
peachy airport,8544c1abfffffff,8444c1bffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
ipl,8544c177fffffff,8444c17ffffffff,1,50,REAL,0.5,0,MIXED
wolves,85275937fffffff,8427593ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
food,852a1007fffffff,842a101ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
facial,852759abfffffff,842759bffffffff,1,50,REAL,0.5,0,MIXED
massage,852ab31bfffffff,842ab31ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
aquarium parking,8544c1abfffffff,8444c1bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
teim hair,852a1073fffffff,842a107ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
mini golf,85283447fffffff,8428345ffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
chemical peel,852aa84ffffffff,842aa85ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
car detailing,852aac6ffffffff,842aac7ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
chemical peel,8529a033fffffff,8429a03ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
lash extensions,85266697fffffff,8426669ffffffff,1,50,REAL,0.16666666666666666,0,MIXED
movie,852aac53fffffff,842aac5ffffffff,1,50,REAL,0.16666666666666666,0,MIXED
golf,8529a40ffffffff,8429a41ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
microneedling,8527592ffffffff,8427593ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
facials,85275267fffffff,8427527ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
john’s incredible,8529a003fffffff,8429a01ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
metrorock,852a3077fffffff,842a307ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
head spa,85283297fffffff,8428329ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
headspa,85268ccffffffff,84268cdffffffff,1,50,REAL,0.66666666666666663,0,MIXED
laser,852a306bfffffff,842a307ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
monster trucks,85268cd3fffffff,84268cdffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
trim hair,852a1073fffffff,842a107ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
trampoline park,852a8bb7fffffff,842a8bbffffffff,1,50,REAL,0.5,0,MIXED
prestige auto repairs tires,8544a107fffffff,8444a11ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
twin rinks,852a108bfffffff,842a109ffffffff,1,50,REAL,0.5,0,MIXED
oil,8529124ffffffff,8429125ffffffff,1,50,REAL,0.5,0,MIXED
cut ends women,852a1073fffffff,842a107ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
vehicle inspection,8526c83bfffffff,8426c83ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
botox,8529a0affffffff,8429a0bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
sante salt cave,852b9bd3fffffff,842b9bdffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
couple massage spa day,8544a12bfffffff,8444a13ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
pizza,8529b6cbfffffff,8429b6dffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
spa,8529a56bfffffff,8429a57ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
sculptra,8548eba3fffffff,8448ebbffffffff,1,50,REAL,0.66666666666666663,0,MIXED
brazilian wax,8544a123fffffff,8444a13ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
express oil change,85446c23fffffff,84446c3ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
hydrafacial,852832abfffffff,842832bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
atl airport parking,8544c1bbfffffff,8444c1bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
adventurepark,852a10abfffffff,842a10bffffffff,1,50,REAL,0.5,0,MIXED
the one hair salon and head spa,852664cffffffff,842664dffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
color me mine,85446d5bfffffff,84446d5ffffffff,1,50,REAL,0.16666666666666666,0,MIXED
lymphatic massage,852a3067fffffff,842a307ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
zoom teeth whitening,852a1077fffffff,842a107ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
ifly,85275937fffffff,8427593ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
flying lesson,852a10abfffffff,842a10bffffffff,1,50,REAL,0,0,MIXED
facial,8544131bfffffff,8444131ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
shake and bake,852aa8c3fffffff,842aa8dffffffff,1,50,REAL,0.66666666666666663,0,MIXED
golf,8527520bfffffff,8427521ffffffff,1,50,REAL,0.33333333333333331,0,MIXED
things to do,85441ad3fffffff,84441adffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
horseback riding,8526c873fffffff,8426c87ffffffff,1,50,REAL,0.33333333333333331,0,MIXED
facial,852681b3fffffff,842681bffffffff,1,50,REAL,0.33333333333333331,0.16666666666666666,MIXED
hobby,85446c17fffffff,84446c1ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
aquarium of pacific,8529a563fffffff,8429a57ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
off the wall,8529a183fffffff,8429a19ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
prenatal massage,85283473fffffff,8428347ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
seattle aquarium,8528d543fffffff,8428d55ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
hydrofacial,852aa843fffffff,842aa85ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
crooked pint,8529b6d7fffffff,8429b6dffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
the joint chiropractic,85446c13fffffff,84446c1ffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
float state,8529a0bbfffffff,8429a0bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
skyzone,852a10a3fffffff,842a10bffffffff,1,50,REAL,0.16666666666666666,0,MIXED
facials,8526cbd7fffffff,8426cbdffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
head spa,852a142ffffffff,842a143ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
go carts,8526c877fffffff,8426c87ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
float place,852a10b7fffffff,842a10bffffffff,1,50,REAL,0.5,0,MIXED
johns incredible,8529a003fffffff,8429a01ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
microneedling,8544d873fffffff,8444d87ffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
salt room,85262c83fffffff,84262c9ffffffff,1,50,REAL,0.33333333333333331,0.16666666666666666,MIXED
food,852a154ffffffff,842a155ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
food,8526c18bfffffff,8426c19ffffffff,1,50,REAL,0.33333333333333331,0.16666666666666666,MIXED
paintball,852aaabbfffffff,842aaabffffffff,1,50,REAL,0.16666666666666666,0.16666666666666666,MIXED
whale watching harbob breeze,8529a563fffffff,8429a57ffffffff,1,50,REAL,0,0,MIXED
hands on childrens museum,8528d593fffffff,8428d59ffffffff,1,50,REAL,0,0,MIXED
total med solutions botox,8526c867fffffff,8426c87ffffffff,1,50,REAL,0.33333333333333331,0,MIXED
trampoline park,8526cb93fffffff,8426cb9ffffffff,1,50,REAL,0.5,0,MIXED
hair salon,8544a13bfffffff,8444a13ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
deep tissue massage,8544f00bfffffff,8444f01ffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
vivi spa,852a3393fffffff,842a339ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
elf ice,8526c863fffffff,8426c87ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
brazilian wax,85441a93fffffff,84441a9ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
food,852a10bbfffffff,842a10bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
phoenix airport parking,8548eba7fffffff,8448ebbffffffff,1,50,REAL,0.5,0,MIXED
scalp treatment,852a138bfffffff,842a139ffffffff,1,50,REAL,0,0,MIXED
botox,852aa853fffffff,842aa85ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
indoor rock climbing,8529a033fffffff,8429a03ffffffff,1,50,REAL,0.16666666666666666,0,MIXED
lymphatic drainage,852a13d3fffffff,842a13dffffffff,1,50,REAL,0.33333333333333331,0,MIXED
beer,852a12bbfffffff,842a12bffffffff,1,50,REAL,0.66666666666666663,0,MIXED
microdermabrasion,8529a033fffffff,8429a03ffffffff,1,50,REAL,0.33333333333333331,0,MIXED
oil,8528d5c3fffffff,8428d5dffffffff,1,50,REAL,0.5,0,MIXED
dreadz and headz,852aa8c3fffffff,842aa8dffffffff,1,50,REAL,0.5,0,MIXED
zig e funland,8526640bfffffff,8426641ffffffff,1,50,REAL,0.16666666666666666,0,MIXED
emerald bowl,85446ca3fffffff,84446cbffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
laser lipo,8548eba3fffffff,8448ebbffffffff,1,50,REAL,0.5,0,MIXED
golf lessons,8548eba3fffffff,8448ebbffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
ice gaylord,852aa87bfffffff,842aa87ffffffff,1,50,REAL,0.5,0,MIXED
flight,852aa8d7fffffff,842aa8dffffffff,1,50,REAL,0.66666666666666663,0,MIXED
sixflags,8526c86ffffffff,8426c87ffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
couple massage,852a3057fffffff,842a305ffffffff,1,50,REAL,0.5,0,MIXED
horse and carriage,852a100ffffffff,842a101ffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
ai beauty,8529a0abfffffff,8429a0bffffffff,1,50,REAL,0.66666666666666663,0.16666666666666666,MIXED
smog check,8529a147fffffff,8429a15ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
go karts,852aa8d7fffffff,842aa8dffffffff,1,50,REAL,0.5,0.16666666666666666,MIXED
skiing,852a100bfffffff,842a101ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
sol sunless,8526c807fffffff,8426c81ffffffff,1,50,REAL,0.33333333333333331,0,MIXED
launch trampoline park,852aacb7fffffff,842aacbffffffff,1,50,REAL,0.66666666666666663,0,MIXED
couples head spa,8529a57bfffffff,8429a57ffffffff,1,50,REAL,0.66666666666666663,0,MIXED
teeth whitening,8529a08bfffffff,8429a09ffffffff,1,50,REAL,0.5,0,MIXED
