query,region_res5,region_res4,label,total_orders,source,share_near,share_far,dist_segment
bath house,852664cbfffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
massageluxe,852ab2cbfffffff,842ab2dffffffff,0,50,REAL,0.9,0.1,LOCAL
massage,8544f013fffffff,8444f01ffffffff,0,50,REAL,0.8,0.2,LOCAL
microblading,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.8,0,LOCAL
dfw airport parking,8526c86ffffffff,8426c87ffffffff,0,50,REAL,0.8,0,LOCAL
couples spa,852664c3fffffff,842664dffffffff,0,50,REAL,0.9,0,LOCAL
bbl,85268cc3fffffff,84268cdffffffff,0,50,REAL,1,0,LOCAL
pedicure,85269607fffffff,8426961ffffffff,0,50,REAL,0.8,0.2,LOCAL
concert,85446cabfffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
bowling,85275803fffffff,8427581ffffffff,0,50,REAL,0.8,0.2,LOCAL
car wash,852ab2cffffffff,842ab2dffffffff,0,50,REAL,0.9,0.1,LOCAL
dinner cruise,8529a19bfffffff,8429a19ffffffff,0,50,REAL,0.8,0,LOCAL
massage,85298613fffffff,8429861ffffffff,0,50,REAL,1,0,LOCAL
facial,852a1033fffffff,842a103ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,8544c1a3fffffff,8444c1bffffffff,0,50,REAL,0.9,0,LOCAL
facial,852a1353fffffff,842a135ffffffff,0,50,REAL,0.8,0,LOCAL
escape room,8527580ffffffff,8427581ffffffff,0,50,REAL,0.8,0.1,LOCAL
rush maxx,85489c17fffffff,84489c1ffffffff,0,50,REAL,0.9,0.1,LOCAL
couples massage,8529b6d7fffffff,8429b6dffffffff,0,50,REAL,0.9,0.1,LOCAL
pedicure,8528843bfffffff,8428843ffffffff,0,50,REAL,0.9,0.1,LOCAL
taco festival,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,0.8,0,LOCAL
scalp massage,85268ccffffffff,84268cdffffffff,0,50,REAL,0.8,0.1,LOCAL
dysport,8529b6d3fffffff,8429b6dffffffff,0,50,REAL,0.8,0,LOCAL
sky zone trampoline park,8529a0bbfffffff,8429a0bffffffff,0,50,REAL,0.8,0,LOCAL
hot spot,852aaab7fffffff,842aaabffffffff,0,50,REAL,0.8,0,LOCAL
star smog check,8528309bfffffff,8428309ffffffff,0,50,REAL,0.9,0,LOCAL
gun range,8544d85bfffffff,8444d85ffffffff,0,50,REAL,0.9,0.1,LOCAL
eyelash extensions,8529a18bfffffff,8429a19ffffffff,0,50,REAL,0.9,0,LOCAL
pottery,8544a107fffffff,8444a11ffffffff,0,50,REAL,0.8,0.1,LOCAL
oil change,85446c17fffffff,84446c1ffffffff,0,50,REAL,0.9,0,LOCAL
king soa,852664dbfffffff,842664dffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,852aa8d7fffffff,842aa8dffffffff,0,50,REAL,0.8,0,LOCAL
lip filler,852a100ffffffff,842a101ffffffff,0,50,REAL,0.8,0.1,LOCAL
hibachi,852a100bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
brazilian wax,85275927fffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
microneedling,8529a563fffffff,8429a57ffffffff,0,50,REAL,0.8,0,LOCAL
w.e scalp,852a1007fffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
kwik kar,8526c877fffffff,8426c87ffffffff,0,50,REAL,0.9,0,LOCAL
shredding,852a1487fffffff,842a149ffffffff,0,50,REAL,0.9,0,LOCAL
botox,8526c82bfffffff,8426c83ffffffff,0,50,REAL,0.9,0,LOCAL
haircut,8526c877fffffff,8426c87ffffffff,0,50,REAL,0.8,0.2,LOCAL
head spa,8526cbd7fffffff,8426cbdffffffff,0,50,REAL,0.9,0.1,LOCAL
eyelash extensions,8526c877fffffff,8426c87ffffffff,0,50,REAL,0.9,0,LOCAL
miltons,8529a40ffffffff,8429a41ffffffff,0,50,REAL,0.9,0,LOCAL
pedicure,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.9,0,LOCAL
couples massage,8529a1dbfffffff,8429a1dffffffff,0,50,REAL,0.8,0.1,LOCAL
monster trucks,852b8903fffffff,842b891ffffffff,0,50,REAL,0.8,0.1,LOCAL
chi spa,8544a13bfffffff,8444a13ffffffff,0,50,REAL,0.9,0.1,LOCAL
trampoline,8548e96ffffffff,8448e97ffffffff,0,50,REAL,0.8,0.1,LOCAL
facial,85441e73fffffff,84441e7ffffffff,0,50,REAL,0.9,0.1,LOCAL
hydrafacial,852a106bfffffff,842a107ffffffff,0,50,REAL,0.8,0.1,LOCAL
iv therapy,8544a123fffffff,8444a13ffffffff,0,50,REAL,1,0,LOCAL
lip filler,8527592ffffffff,8427593ffffffff,0,50,REAL,0.9,0,LOCAL
soar,85264d0ffffffff,84264d1ffffffff,0,50,REAL,0.8,0.2,LOCAL
massage,8529890ffffffff,8429891ffffffff,0,50,REAL,0.8,0.2,LOCAL
couples massage,852664dbfffffff,842664dffffffff,0,50,REAL,0.8,0.1,LOCAL
massage,85266daffffffff,84266dbffffffff,0,50,REAL,0.8,0,LOCAL
pedicure,8544a13bfffffff,8444a13ffffffff,0,50,REAL,0.8,0.1,LOCAL
dental cleaning,8529b6c3fffffff,8429b6dffffffff,0,50,REAL,0.9,0.1,LOCAL
uptown,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.9,0.1,LOCAL
arnolds,852aac83fffffff,842aac9ffffffff,0,50,REAL,0.8,0.2,LOCAL
iv therapy,852aa84ffffffff,842aa85ffffffff,0,50,REAL,0.8,0.2,LOCAL
car wash,85283093fffffff,8428309ffffffff,0,50,REAL,0.8,0.2,LOCAL
craft putt,8526563bfffffff,8426563ffffffff,0,50,REAL,1,0,LOCAL
car detailing,8528d543fffffff,8428d55ffffffff,0,50,REAL,0.9,0.1,LOCAL
meineke,8544d84ffffffff,8444d85ffffffff,0,50,REAL,0.8,0.1,LOCAL
quince,85283083fffffff,8428309ffffffff,0,50,REAL,1,0,LOCAL
haircut,8528d55bfffffff,8428d55ffffffff,0,50,REAL,0.8,0.1,LOCAL
dinner cruise,852a134ffffffff,842a135ffffffff,0,50,REAL,0.8,0.1,LOCAL
brewvies,852696abfffffff,842696bffffffff,0,50,REAL,1,0,LOCAL
ice skating,85264d13fffffff,84264d1ffffffff,0,50,REAL,0.8,0.2,LOCAL
teeth whitening,8529a54bfffffff,8429a55ffffffff,0,50,REAL,1,0,LOCAL
itto,85269633fffffff,8426963ffffffff,0,50,REAL,0.9,0,LOCAL
kids,85446c37fffffff,84446c3ffffffff,0,50,REAL,1,0,LOCAL
hair cut,8526645bfffffff,8426645ffffffff,0,50,REAL,0.9,0.1,LOCAL
deep tissue massage,8544a107fffffff,8444a11ffffffff,0,50,REAL,0.8,0.2,LOCAL
haircut,852a10abfffffff,842a10bffffffff,0,50,REAL,1,0,LOCAL
nails,8529a18bfffffff,8429a19ffffffff,0,50,REAL,0.9,0.1,LOCAL
maroon,8526cb9bfffffff,8426cb9ffffffff,0,50,REAL,0.9,0.1,LOCAL
brazilian wax,85283473fffffff,8428347ffffffff,0,50,REAL,0.8,0.1,LOCAL
car detailing,85268cdbfffffff,84268cdffffffff,0,50,REAL,0.8,0.2,LOCAL
off the wall,85441aabfffffff,84441abffffffff,0,50,REAL,0.9,0,LOCAL
laser hair removal,852a10d7fffffff,842a10dffffffff,0,50,REAL,0.8,0,LOCAL
float therapy,85266453fffffff,8426645ffffffff,0,50,REAL,1,0,LOCAL
head massage,852a101bfffffff,842a101ffffffff,0,50,REAL,1,0,LOCAL
yogurtland,8529a0affffffff,8429a0bffffffff,0,50,REAL,0.9,0,LOCAL
spray tan,8548eba7fffffff,8448ebbffffffff,0,50,REAL,1,0,LOCAL
eyelash extensions,852aa84ffffffff,842aa85ffffffff,0,50,REAL,1,0,LOCAL
go kart,85489e27fffffff,84489e3ffffffff,0,50,REAL,0.8,0.1,LOCAL
laser,852a100bfffffff,842a101ffffffff,0,50,REAL,0.9,0.1,LOCAL
full synthetic oil change,852aaab7fffffff,842aaabffffffff,0,50,REAL,0.9,0,LOCAL
escape game,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.8,0,LOCAL
mirako,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.8,0.1,LOCAL
full synthetic oil change,8548eba3fffffff,8448ebbffffffff,0,50,REAL,0.8,0.2,LOCAL
kids activities,852a100bfffffff,842a101ffffffff,0,50,REAL,0.9,0,LOCAL
eye exam,8529a19bfffffff,8429a19ffffffff,0,50,REAL,0.9,0.1,LOCAL
teeth whitening,8529a1c3fffffff,8429a1dffffffff,0,50,REAL,0.9,0.1,LOCAL
legoland discovery center,8544c133fffffff,8444c13ffffffff,0,50,REAL,0.8,0.1,LOCAL
derma med spa,8526c877fffffff,8426c87ffffffff,0,50,REAL,1,0,LOCAL
laser hair removal,8529a563fffffff,8429a57ffffffff,0,50,REAL,0.8,0.2,LOCAL
massage,85283447fffffff,8428345ffffffff,0,50,REAL,0.8,0,LOCAL
dreamworks,852a100bfffffff,842a101ffffffff,0,50,REAL,0.8,0.1,LOCAL
hoosier heights,85266187fffffff,8426619ffffffff,0,50,REAL,0.8,0.2,LOCAL
puttshack,852a306ffffffff,842a307ffffffff,0,50,REAL,0.9,0,LOCAL
skyzone smyrna,8544c1affffffff,8444c1bffffffff,0,50,REAL,0.8,0,LOCAL
escape game,85446caffffffff,84446cbffffffff,0,50,REAL,0.8,0.1,LOCAL
couples massage,852621a7fffffff,842621bffffffff,0,50,REAL,0.9,0,LOCAL
dysport,8529a40ffffffff,8429a41ffffffff,0,50,REAL,0.8,0,LOCAL
teeth whitening,8544c1affffffff,8444c1bffffffff,0,50,REAL,0.8,0,LOCAL
facial,8529a40bfffffff,8429a41ffffffff,0,50,REAL,0.8,0,LOCAL
botox,852ab3bbfffffff,842ab3bffffffff,0,50,REAL,0.8,0.2,LOCAL
emperor,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
casa maguey,8529a0affffffff,8429a0bffffffff,0,50,REAL,0.8,0,LOCAL
korean bbq,8544a90bfffffff,8444a91ffffffff,0,50,REAL,0.9,0,LOCAL
oil,852a9313fffffff,842a931ffffffff,0,50,REAL,0.9,0,LOCAL
massage,8527527bfffffff,8427527ffffffff,0,50,REAL,1,0,LOCAL
lymphatic massage,8529a18bfffffff,8429a19ffffffff,0,50,REAL,0.8,0.2,LOCAL
massage,8548c613fffffff,8448c61ffffffff,0,50,REAL,0.8,0.2,LOCAL
wheel alignment,852ab2cbfffffff,842ab2dffffffff,0,50,REAL,1,0,LOCAL
sculptra,8544a13bfffffff,8444a13ffffffff,0,50,REAL,0.9,0,LOCAL
screamers,852b9bc3fffffff,842b9bdffffffff,0,50,REAL,1,0,LOCAL
re spa,8544f0cffffffff,8444f0dffffffff,0,50,REAL,1,0,LOCAL
spa world katy tx,85446ca7fffffff,84446cbffffffff,0,50,REAL,0.9,0,LOCAL
spray tan,8526963bfffffff,8426963ffffffff,0,50,REAL,0.9,0.1,LOCAL
iv drip,85446caffffffff,84446cbffffffff,0,50,REAL,1,0,LOCAL
sal y pimienta,85446caffffffff,84446cbffffffff,0,50,REAL,0.8,0.1,LOCAL
car wash,8544a8c3fffffff,8444a8dffffffff,0,50,REAL,0.8,0.2,LOCAL
massage,8544f043fffffff,8444f05ffffffff,0,50,REAL,0.9,0.1,LOCAL
laser hair removal,852a10abfffffff,842a10bffffffff,0,50,REAL,1,0,LOCAL
winery,85266d4ffffffff,84266d5ffffffff,0,50,REAL,0.8,0.2,LOCAL
zoo,8527592ffffffff,8427593ffffffff,0,50,REAL,1,0,LOCAL
bus tour,852664c3fffffff,842664dffffffff,0,50,REAL,0.8,0,LOCAL
massage,852b9b33fffffff,842b9b3ffffffff,0,50,REAL,1,0,LOCAL
botox,8529a54ffffffff,8429a55ffffffff,0,50,REAL,0.9,0.1,LOCAL
kawaii,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.9,0.1,LOCAL
korean spa,852a100bfffffff,842a101ffffffff,0,50,REAL,0.8,0.1,LOCAL
laser,8526c867fffffff,8426c87ffffffff,0,50,REAL,0.9,0.1,LOCAL
vepo,852a106bfffffff,842a107ffffffff,0,50,REAL,1,0,LOCAL
carpet cleaning,8544c133fffffff,8444c13ffffffff,0,50,REAL,0.8,0.2,LOCAL
mutao,852986bbfffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
trampoline park,852a896ffffffff,842a897ffffffff,0,50,REAL,0.9,0,LOCAL
massage heights,8529a40ffffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
pedicure,85275937fffffff,8427593ffffffff,0,50,REAL,0.8,0,LOCAL
kids activities,85266697fffffff,8426669ffffffff,0,50,REAL,0.8,0,LOCAL
santa monica,8529a19bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
botox,8548e853fffffff,8448e85ffffffff,0,50,REAL,0.8,0.2,LOCAL
facial,852986a3fffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
scalp massage,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,1,0,LOCAL
stone mountain parking,8544c107fffffff,8444c11ffffffff,0,50,REAL,0.8,0.1,LOCAL
couples massage,8529a42bfffffff,8429a43ffffffff,0,50,REAL,0.8,0,LOCAL
pottery shop,852986bbfffffff,842986bffffffff,0,50,REAL,0.8,0.2,LOCAL
skin agency,8529a18ffffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
greendog,8529a18bfffffff,8429a19ffffffff,0,50,REAL,1,0,LOCAL
food,85446c37fffffff,84446c3ffffffff,0,50,REAL,0.8,0.2,LOCAL
food,852664cffffffff,842664dffffffff,0,50,REAL,0.8,0.1,LOCAL
urban air trampoline park,85489c03fffffff,84489c1ffffffff,0,50,REAL,0.8,0.1,LOCAL
car wash,852aaabbfffffff,842aaabffffffff,0,50,REAL,0.9,0,LOCAL
relax station,852aa843fffffff,842aa85ffffffff,0,50,REAL,0.8,0,LOCAL
barnyard zoo,8529a1d3fffffff,8429a1dffffffff,0,50,REAL,0.8,0.2,LOCAL
couple massage,85262cd3fffffff,84262cdffffffff,0,50,REAL,1,0,LOCAL
deep tissue massage,8529a0b7fffffff,8429a0bffffffff,0,50,REAL,0.8,0.2,LOCAL
royal palms,8529b6dbfffffff,8429b6dffffffff,0,50,REAL,0.8,0.1,LOCAL
fine airport parking,85446c23fffffff,84446c3ffffffff,0,50,REAL,0.8,0,LOCAL
massage,8544d873fffffff,8444d87ffffffff,0,50,REAL,0.8,0.2,LOCAL
botox,852a8463fffffff,842a847ffffffff,0,50,REAL,1,0,LOCAL
car wash,8544e833fffffff,8444e83ffffffff,0,50,REAL,0.8,0.2,LOCAL
hand and stone,8529a40bfffffff,8429a41ffffffff,0,50,REAL,1,0,LOCAL
float therapy,852aa803fffffff,842aa81ffffffff,1,50,REAL,0.7,0.1,LOCAL
lip filler,85446cabfffffff,84446cbffffffff,1,50,REAL,0.7,0.2,LOCAL
urban air adventure park,85274da3fffffff,84274dbffffffff,1,50,REAL,0.7,0.1,LOCAL
full synthetic oil change,8529a18ffffffff,8429a19ffffffff,1,50,REAL,0.7,0,LOCAL
valvoline oil change,8528f42ffffffff,8428f43ffffffff,1,50,REAL,0.2,0.1,MIXED
gejas,852664c3fffffff,842664dffffffff,1,50,REAL,0.7,0.2,LOCAL
axe throwing,8528d5cbfffffff,8428d5dffffffff,1,50,REAL,0.7,0.2,LOCAL
parking,8526c86ffffffff,8426c87ffffffff,1,50,REAL,0.5,0.2,MIXED
funspot,8544c187fffffff,8444c19ffffffff,1,50,REAL,0.4,0,MIXED
ipl,85489e37fffffff,84489e3ffffffff,1,50,REAL,0.6,0,MIXED
mini golf,8544dab7fffffff,8444dabffffffff,1,50,REAL,0.5,0.1,MIXED
golf lessons,8529a1d3fffffff,8429a1dffffffff,1,50,REAL,0.7,0,LOCAL
sev laser,85489e37fffffff,84489e3ffffffff,1,50,REAL,0.7,0,LOCAL
cherry hill day spa,852a134ffffffff,842a135ffffffff,1,50,REAL,0.7,0,LOCAL
vavoline,8544a9a3fffffff,8444a9bffffffff,1,50,REAL,0.6,0.1,MIXED
flight adventure park,852a10b3fffffff,842a10bffffffff,1,50,REAL,0.7,0,LOCAL
window tint,85266697fffffff,8426669ffffffff,1,50,REAL,0.5,0,MIXED
facial,852a3397fffffff,842a339ffffffff,1,50,REAL,0.7,0,LOCAL
jet stream parking,852aacb3fffffff,842aacbffffffff,1,50,REAL,0.7,0.1,LOCAL
claw,8529a033fffffff,8429a03ffffffff,1,50,REAL,0.6,0,MIXED
valley fair,85262cc3fffffff,84262cdffffffff,1,50,REAL,0.7,0.1,LOCAL
hot spot,852aaab3fffffff,842aaabffffffff,1,50,REAL,0.7,0.1,LOCAL
haircut,85274997fffffff,8427499ffffffff,1,50,REAL,0.4,0.2,MIXED
brazilian wax,852aa8c3fffffff,842aa8dffffffff,1,50,REAL,0.7,0.1,LOCAL
drive thru safari,8544a9d7fffffff,8444a9dffffffff,1,50,REAL,0.4,0.2,MIXED
bowling,8527598bfffffff,8427599ffffffff,1,50,REAL,0.5,0,MIXED
axe throwing,8529a1dbfffffff,8429a1dffffffff,1,50,REAL,0.5,0.1,MIXED
oil change,852a10bbfffffff,842a10bffffffff,1,50,REAL,0.7,0.1,LOCAL
harvest moon fun farm,85441a3bfffffff,84441a3ffffffff,1,50,REAL,0.7,0.1,LOCAL
inspection,852aaaa7fffffff,842aaabffffffff,1,50,REAL,0.5,0,MIXED
full synthetic oil change,8529a0d7fffffff,8429a0dffffffff,1,50,REAL,0.6,0,MIXED
renew spa,852a100ffffffff,842a101ffffffff,1,50,REAL,0.7,0,LOCAL
pedicure,8529b6c3fffffff,8429b6dffffffff,1,50,REAL,0.6,0.2,MIXED
facial,852a10b7fffffff,842a10bffffffff,1,50,REAL,0.7,0,LOCAL
great big game show,85283083fffffff,8428309ffffffff,1,50,REAL,0.7,0,LOCAL
kawaii,8529a57bfffffff,8429a57ffffffff,1,50,REAL,0.6,0.2,MIXED
game show,8526c877fffffff,8426c87ffffffff,1,50,REAL,0.7,0.1,LOCAL
botox,852aacb3fffffff,842aacbffffffff,1,50,REAL,0.7,0.1,LOCAL
botox,8544c123fffffff,8444c13ffffffff,1,50,REAL,0.7,0,LOCAL
concert,852ab2c7fffffff,842ab2dffffffff,1,50,REAL,0.7,0.1,LOCAL
paintball,8529a447fffffff,8429a45ffffffff,1,50,REAL,0.6,0,MIXED
navy pier parking,852664c3fffffff,842664dffffffff,1,50,REAL,0.5,0.1,MIXED
couples massage,85268c57fffffff,84268c5ffffffff,1,50,REAL,0.4,0.1,MIXED
kids activities,8544dab7fffffff,8444dabffffffff,1,50,REAL,0.7,0.1,LOCAL
phentermine,85268cc3fffffff,84268cdffffffff,1,50,REAL,0.7,0,LOCAL
texas coalition,8526cbd7fffffff,8426cbdffffffff,1,50,REAL,0.6,0.1,MIXED
facial,852621a7fffffff,842621bffffffff,1,50,REAL,0.7,0.1,LOCAL
lala photography,8526c863fffffff,8426c87ffffffff,1,50,REAL,0.7,0,LOCAL
airbound,852a8b4bfffffff,842a8b5ffffffff,1,50,REAL,0.7,0.1,LOCAL
escape room,852b9b37fffffff,842b9b3ffffffff,1,50,REAL,0.7,0.2,LOCAL
kids activities,852aa8d3fffffff,842aa8dffffffff,1,50,REAL,0.6,0,MIXED
jiffy lube oil change,852681a3fffffff,842681bffffffff,1,50,REAL,0.2,0,MIXED
ultherapy,8529a0b7fffffff,8429a0bffffffff,1,50,REAL,0.4,0.1,MIXED
nails,852a10abfffffff,842a10bffffffff,1,50,REAL,0.7,0.2,LOCAL
massage,8544a117fffffff,8444a11ffffffff,1,50,REAL,0.7,0.1,LOCAL
comedy show,852664c3fffffff,842664dffffffff,1,50,REAL,0.7,0.2,LOCAL
billy idol,8528f00ffffffff,8428f01ffffffff,1,50,REAL,0.7,0.1,LOCAL
parking,8529a413fffffff,8429a41ffffffff,1,50,REAL,0.6,0,MIXED
water mirror spa,852aa87bfffffff,842aa87ffffffff,1,50,REAL,0.6,0,MIXED
lip flip,852a101bfffffff,842a101ffffffff,1,50,REAL,0.7,0.2,LOCAL
couples massage,852ab3b3fffffff,842ab3bffffffff,1,50,REAL,0.6,0.2,MIXED
brazilian wax,8544f043fffffff,8444f05ffffffff,1,50,REAL,0.6,0.2,MIXED
facial,8529a097fffffff,8429a09ffffffff,1,50,REAL,0.7,0,LOCAL
kellers,85266687fffffff,8426669ffffffff,1,50,REAL,0.5,0,MIXED
full synthetic oil change,8544c177fffffff,8444c17ffffffff,1,50,REAL,0.6,0,MIXED
oil change,8528d5d7fffffff,8428d5dffffffff,1,50,REAL,0.5,0.1,MIXED
spa,852aa87bfffffff,842aa87ffffffff,1,50,REAL,0.6,0.2,MIXED
couples massage,852a13dbfffffff,842a13dffffffff,1,50,REAL,0.5,0.1,MIXED
trampoline,8529a1dbfffffff,8429a1dffffffff,1,50,REAL,0.6,0.1,MIXED
botox,852b986ffffffff,842b987ffffffff,1,50,REAL,0.7,0,LOCAL
facial,852a3317fffffff,842a331ffffffff,1,50,REAL,0.6,0.1,MIXED
epperson,85441a0bfffffff,84441a1ffffffff,1,50,REAL,0.5,0,MIXED
food,8526cbd7fffffff,8426cbdffffffff,1,50,REAL,0.7,0.2,LOCAL
kawaii claws,8529a117fffffff,8429a11ffffffff,1,50,REAL,0.3,0,MIXED
king spa nj,852a100bfffffff,842a101ffffffff,1,50,REAL,0.7,0.2,LOCAL
head spa,852759affffffff,842759bffffffff,1,50,REAL,0.4,0,MIXED
phoenix zoo lights,8548eba7fffffff,8448ebbffffffff,1,50,REAL,0.6,0.1,MIXED
couples massage,852aaab7fffffff,842aaabffffffff,1,50,REAL,0.6,0.1,MIXED
laguardia parking,852a100ffffffff,842a101ffffffff,1,50,REAL,0.6,0,MIXED
happy lamb,8528346ffffffff,8428347ffffffff,1,50,REAL,0.7,0.1,LOCAL
microneedling,85446c13fffffff,84446c1ffffffff,1,50,REAL,0.3,0.2,MIXED
crystal cove,8528342bfffffff,8428343ffffffff,1,50,REAL,0.7,0,LOCAL
facial,85283217fffffff,8428321ffffffff,1,50,REAL,0.6,0.1,MIXED
axe throwing,8526644bfffffff,8426645ffffffff,1,50,REAL,0.4,0,MIXED
massage,8544cccbfffffff,8444ccdffffffff,1,50,REAL,0.6,0.2,MIXED
carlsbad lagoon,8529a477fffffff,8429a47ffffffff,1,50,REAL,0.6,0,MIXED
head spa,8529a54ffffffff,8429a55ffffffff,1,50,REAL,0.6,0.1,MIXED
monster truck,8544a9bbfffffff,8444a9bffffffff,1,50,REAL,0.6,0,MIXED
permit to carry,85262cdbfffffff,84262cdffffffff,1,50,REAL,0.6,0.2,MIXED
bowling,852a10a3fffffff,842a10bffffffff,1,50,REAL,0.5,0.1,MIXED
laser hair removal,8544c123fffffff,8444c13ffffffff,1,50,REAL,0.7,0.2,LOCAL
jump world,8526cb93fffffff,8426cb9ffffffff,1,50,REAL,0.5,0.1,MIXED
botox,8548d887fffffff,8448d89ffffffff,1,50,REAL,0.7,0,LOCAL
concerts,85446c27fffffff,84446c3ffffffff,1,50,REAL,0.3,0.1,MIXED
colonic,8529a54ffffffff,8429a55ffffffff,1,50,REAL,0.5,0.1,MIXED
comedy show,852a1073fffffff,842a107ffffffff,1,50,REAL,0.6,0.1,MIXED
pumpkin picking,852a1627fffffff,842a163ffffffff,1,50,REAL,0.3,0,MIXED
juvederm,852a1057fffffff,842a105ffffffff,1,50,REAL,0.7,0.1,LOCAL
gravity extreme,8548ebb7fffffff,8448ebbffffffff,1,50,REAL,0.7,0.2,LOCAL
chimney cleaning,852aa843fffffff,842aa85ffffffff,1,50,REAL,0.4,0,MIXED
simplicity laser,85489eaffffffff,84489ebffffffff,1,50,REAL,0.5,0.1,MIXED
wax,85441a83fffffff,84441a9ffffffff,1,50,REAL,0.4,0.2,MIXED
vista parking,852a1073fffffff,842a107ffffffff,1,50,REAL,0.6,0,MIXED
eye exam,85446c07fffffff,84446c1ffffffff,1,50,REAL,0.7,0,LOCAL
ninja adventure park,8529a0b7fffffff,8429a0bffffffff,1,50,REAL,0.5,0.1,MIXED
banksy museum,852a1073fffffff,842a107ffffffff,1,50,REAL,0.6,0.1,MIXED
salon adagio,852621b7fffffff,842621bffffffff,1,50,REAL,0.6,0.2,MIXED
valvoline,85274997fffffff,8427499ffffffff,1,50,REAL,0.1,0.1,MIXED
lip filler,8529a0a7fffffff,8429a0bffffffff,1,50,REAL,0.7,0,LOCAL
brazilian wax,852aa857fffffff,842aa85ffffffff,2,50,REAL,0.6,0.2,MIXED
oil change,8544dd57fffffff,8444dd5ffffffff,2,50,REAL,0.6,0.1,MIXED
jiffy lube,8528b6c7fffffff,8428b6dffffffff,2,50,REAL,0.2,0.1,MIXED
safari niagara,852b9b23fffffff,842b9b3ffffffff,2,50,REAL,0.2,0,MIXED
horseback riding,8529b603fffffff,8429b61ffffffff,2,50,REAL,0,0.2,MIXED
botox,85268c63fffffff,84268c7ffffffff,2,50,REAL,0.7,0.1,LOCAL
oak mountain winery,8529a0d7fffffff,8429a0dffffffff,2,50,REAL,0.2,0,MIXED
wolf lodge,8529a0b7fffffff,8429a0bffffffff,2,50,REAL,0.2,0,MIXED
nails,8544d84ffffffff,8444d85ffffffff,2,50,REAL,0.6,0.2,MIXED
kennedy space center tickets,8544ab87fffffff,8444ab9ffffffff,2,50,REAL,0.1,0.1,MIXED
a-aki,8544a903fffffff,8444a91ffffffff,2,50,REAL,0.7,0.2,LOCAL
great wolf,852836abfffffff,842836bffffffff,2,50,REAL,0.1,0,MIXED
massage,8544de83fffffff,8444de9ffffffff,2,50,REAL,0.4,0.2,MIXED
massage,8526aa53fffffff,8426aa5ffffffff,2,50,REAL,0.5,0,MIXED
bdl parking,852a148ffffffff,842a149ffffffff,2,50,REAL,0.4,0,MIXED
reel cinema,852aac53fffffff,842aac5ffffffff,2,50,REAL,0.5,0,MIXED
life force ninja,8528d17bfffffff,8428d17ffffffff,2,50,REAL,0.3,0.1,MIXED
zipline,854898cbfffffff,844898dffffffff,2,50,REAL,0.7,0.2,LOCAL
lake eola swan boat,8544a907fffffff,8444a91ffffffff,2,50,REAL,0.6,0.1,MIXED
sea life,8544a917fffffff,8444a91ffffffff,2,50,REAL,0.6,0.2,MIXED
arb parking,852aacb3fffffff,842aacbffffffff,2,50,REAL,0.4,0,MIXED
oil change,852aaacffffffff,842aaadffffffff,2,50,REAL,0.4,0,MIXED
cruise,852aa847fffffff,842aa85ffffffff,2,50,REAL,0.6,0.2,MIXED
monster mini golf,85489e2ffffffff,84489e3ffffffff,2,50,REAL,0.6,0.1,MIXED
massage,8544a82bfffffff,8444a83ffffffff,2,50,REAL,0.5,0.2,MIXED
wild mountain,85275217fffffff,8427521ffffffff,2,50,REAL,0.2,0.2,MIXED
botox,85445667fffffff,8444567ffffffff,2,50,REAL,0.6,0.2,MIXED
tough mudder,852688d7fffffff,842688dffffffff,2,50,REAL,0,0.2,MIXED
great america,85283473fffffff,8428347ffffffff,2,50,REAL,0.4,0,MIXED
aquarium of the bay,85283083fffffff,8428309ffffffff,2,50,REAL,0.1,0.1,MIXED
ocala comic con,8544f417fffffff,8444f41ffffffff,2,50,REAL,0.3,0.1,MIXED
microneedling,85268c63fffffff,84268c7ffffffff,2,50,REAL,0.5,0.1,MIXED
gourmet pizza,8529a00bfffffff,8429a01ffffffff,2,50,REAL,0.7,0.1,LOCAL
atlanta zoo,8544eacffffffff,8444eadffffffff,2,50,REAL,0,0.2,MIXED
hollywood,8529a1d7fffffff,8429a1dffffffff,2,50,REAL,0.3,0.1,MIXED
massage,8544f403fffffff,8444f41ffffffff,2,50,REAL,0,0.2,MIXED
